2016-11-30, 10809.541666666666, 0.4125984251968504, 
2016-12-01, 10833.791666666666, -1.954330708661417, 
2016-12-02, 11198.791666666666, -3.1669291338582677, 
2016-12-03, 10943.583333333334, -6.381889763779526, 
2016-12-04, 11146.5, -7.0062992125984245, 
2016-12-05, 10893.541666666666, -1.6, 
2016-12-06, 11206.083333333334, -10.383464566929135, 
2016-12-07, 11234.083333333334, -0.9850393700787404, 
2016-12-08, 10723.208333333334, -0.18661417322834636, 
2016-12-09, 11015.708333333334, -0.9236220472440946, 
2016-12-10, 11027.541666666666, -5.702362204724409, 
2016-12-11, 11215.875, -8.718110236220475, 
2016-12-12, 12125.791666666666, -7.6157480314960635, 
2016-12-13, 11854.708333333334, -5.281102362204725, 
2016-12-14, 11634.833333333334, -3.7244094488188977, 
2016-12-15, 11440.041666666666, -2.17007874015748, 
2016-12-16, 11502.478260869566, -2.463779527559055, 
2016-12-17, 10859.416666666666, -2.106299212598425, 
2016-12-18, 10342.916666666666, -1.3566929133858265, 
2016-12-19, 10906.916666666666, 0.5173228346456693, 
2016-12-20, 10517.833333333334, 1.6732283464566928, 
2016-12-21, 10375.041666666666, 1.938582677165354, 
2016-12-22, 10191.916666666666, 2.7874015748031495, 
2016-12-23, 9652.583333333334, 1.6842519685039372, 
2016-12-24, 8998.333333333334, 1.267716535433071, 
2016-12-25, 8611.166666666666, 0.9236220472440945, 
2016-12-26, 8853.291666666666, 0.9362204724409448, 
2016-12-27, 9831.0, -0.978740157480315, 
2016-12-28, 10675.083333333334, -2.4204724409448817, 
2016-12-29, 10708.75, 0.7448818897637793, 
2016-12-30, 10480.541666666666, 2.35748031496063, 
2016-12-31, 9776.125, 3.759842519685039, 
2017-01-01, 9949.0, -1.768503937007874, 
2017-01-02, 11306.75, -5.613385826771653, 
2017-01-03, 11909.25, -9.002362204724408, 
2017-01-04, 12674.75, -15.93779527559055, 
2017-01-05, 13504.125, -19.34094488188976, 
2017-01-06, 13144.25, -17.49448818897638, 
2017-01-07, 11801.916666666666, -4.986614173228346, 
2017-01-08, 10732.625, -1.6858267716535436, 
2017-01-09, 11117.5, -0.131496062992126, 
2017-01-10, 10963.458333333334, 1.180314960629921, 
2017-01-11, 11131.291666666666, -0.7976377952755906, 
2017-01-12, 11353.5, -3.1606299212598428, 
2017-01-13, 11237.666666666666, -1.3905511811023623, 
2017-01-14, 10512.166666666666, -1.288976377952756, 
2017-01-15, 10558.0, -5.334645669291339, 
2017-01-16, 11679.583333333334, -6.553543307086615, 
2017-01-17, 11628.583333333334, -3.8826771653543313, 
2017-01-18, 11154.916666666666, -0.04488188976377956, 
2017-01-19, 10912.916666666666, 1.5866141732283465, 
2017-01-20, 11258.791666666666, -1.8661417322834646, 
2017-01-21, 10742.739130434782, -3.333070866141732, 
2017-01-22, 10373.791666666666, -1.0354330708661414, 
2017-01-23, 11066.5, -0.8519685039370078, 
2017-01-24, 11460.6, -6.390551181102364, 
2017-01-25, 11855.958333333334, -5.771653543307086, 
2017-01-26, 11249.75, 1.5393700787401576, 
2017-01-27, 11086.0, -0.2503937007874016, 
2017-01-28, 10660.916666666666, -0.6299212598425196, 
2017-01-29, 10366.25, 0.14566929133858267, 
2017-01-30, 11132.375, 0.39133858267716537, 
2017-01-31, 11206.833333333334, -1.8149606299212602, 
2017-02-01, 11373.458333333334, -3.3062992125984247, 
2017-02-02, 11579.208333333334, -2.34488188976378, 
2017-02-03, 11550.875, -1.2346456692913383, 
2017-02-04, 10719.75, -0.8307086614173229, 
2017-02-05, 10686.666666666666, -3.5606299212598422, 
2017-02-06, 12160.083333333334, -8.893700787401574, 
2017-02-07, 12856.208333333334, -13.6, 
2017-02-08, 12802.375, -12.123622047244092, 
2017-02-09, 12920.416666666666, -12.673228346456693, 
2017-02-10, 12679.875, -9.344094488188976, 
2017-02-11, 11812.916666666666, -8.00472440944882, 
2017-02-12, 10951.416666666666, -3.9228346456692913, 
2017-02-13, 11137.083333333334, 2.094488188976378, 
2017-02-14, 10630.75, 2.3456692913385835, 
2017-02-15, 11034.125, -1.8913385826771654, 
2017-02-16, 11171.208333333334, -1.2125984251968507, 
2017-02-17, 11011.208333333334, 0.38425196850393706, 
2017-02-18, 10340.416666666666, 0.0677165354330709, 
2017-02-19, 10176.041666666666, -0.0511811023622046, 
2017-02-20, 11168.958333333334, -2.511811023622047, 
2017-02-21, 11334.826086956522, -6.30236220472441, 
2017-02-22, 11736.458333333334, -7.463779527559056, 
2017-02-23, 11521.625, -3.6960629921259844, 
2017-02-24, 11739.25, -7.350393700787401, 
2017-02-25, 11159.625, -6.795275590551182, 
2017-02-26, 10927.375, -6.57244094488189, 
2017-02-27, 11677.666666666666, -7.413385826771654, 
2017-02-28, 11114.875, -0.04094488188976373, 
2017-03-01, 10765.291666666666, 1.217322834645669, 
2017-03-02, 10866.290322580646, 0.16535433070866137, 
2017-03-03, 10948.551724137931, -1.77244094488189, 
2017-03-04, 10783.291666666666, -4.200787401574803, 
2017-03-05, 10690.375, -6.926771653543307, 
2017-03-06, 11655.125, -7.42755905511811, 
2017-03-07, 11646.75, -5.388976377952756, 
2017-03-08, 11379.791666666666, -1.0488188976377952, 
2017-03-09, 11101.666666666666, -0.02283464566929134, 
2017-03-10, 10997.458333333334, -0.23070866141732288, 
2017-03-11, 10228.833333333334, -0.6299212598425198, 
2017-03-12, 9885.875, -0.7929133858267714, 
2017-03-13, 10647.416666666666, 1.0881889763779529, 
2017-03-14, 10764.458333333334, 0.7015748031496065, 
2017-03-15, 10399.347826086956, 2.722834645669291, 
