"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkönkulutus Suomessa"
"2018-06-10 15:00:00","2018-06-10 16:00:00","2018-06-10 17:00:00","2018-06-10 18:00:00","8068.0"
"2018-06-10 16:00:00","2018-06-10 17:00:00","2018-06-10 18:00:00","2018-06-10 19:00:00","8183.0"
"2018-06-10 17:00:00","2018-06-10 18:00:00","2018-06-10 19:00:00","2018-06-10 20:00:00","8104.0"
"2018-06-10 18:00:00","2018-06-10 19:00:00","2018-06-10 20:00:00","2018-06-10 21:00:00","7872.0"
"2018-06-10 19:00:00","2018-06-10 20:00:00","2018-06-10 21:00:00","2018-06-10 22:00:00","8068.0"
"2018-06-10 20:00:00","2018-06-10 21:00:00","2018-06-10 22:00:00","2018-06-10 23:00:00","8039.0"
"2018-06-10 21:00:00","2018-06-10 22:00:00","2018-06-10 23:00:00","2018-06-11 00:00:00","7746.0"
"2018-06-10 22:00:00","2018-06-10 23:00:00","2018-06-11 00:00:00","2018-06-11 01:00:00","7456.0"
"2018-06-10 23:00:00","2018-06-11 00:00:00","2018-06-11 01:00:00","2018-06-11 02:00:00","7267.0"
"2018-06-11 00:00:00","2018-06-11 01:00:00","2018-06-11 02:00:00","2018-06-11 03:00:00","7100.0"
"2018-06-11 01:00:00","2018-06-11 02:00:00","2018-06-11 03:00:00","2018-06-11 04:00:00","7068.0"
"2018-06-11 02:00:00","2018-06-11 03:00:00","2018-06-11 04:00:00","2018-06-11 05:00:00","7272.0"
"2018-06-11 03:00:00","2018-06-11 04:00:00","2018-06-11 05:00:00","2018-06-11 06:00:00","7990.0"
"2018-06-11 04:00:00","2018-06-11 05:00:00","2018-06-11 06:00:00","2018-06-11 07:00:00","8433.0"
"2018-06-11 05:00:00","2018-06-11 06:00:00","2018-06-11 07:00:00","2018-06-11 08:00:00","8708.0"
"2018-06-11 06:00:00","2018-06-11 07:00:00","2018-06-11 08:00:00","2018-06-11 09:00:00","8835.0"
"2018-06-11 07:00:00","2018-06-11 08:00:00","2018-06-11 09:00:00","2018-06-11 10:00:00","8874.0"
"2018-06-11 08:00:00","2018-06-11 09:00:00","2018-06-11 10:00:00","2018-06-11 11:00:00","8911.0"
"2018-06-11 09:00:00","2018-06-11 10:00:00","2018-06-11 11:00:00","2018-06-11 12:00:00","8998.0"
"2018-06-11 10:00:00","2018-06-11 11:00:00","2018-06-11 12:00:00","2018-06-11 13:00:00","8981.0"
"2018-06-11 11:00:00","2018-06-11 12:00:00","2018-06-11 13:00:00","2018-06-11 14:00:00","8956.0"
"2018-06-11 12:00:00","2018-06-11 13:00:00","2018-06-11 14:00:00","2018-06-11 15:00:00","8849.0"
"2018-06-11 13:00:00","2018-06-11 14:00:00","2018-06-11 15:00:00","2018-06-11 16:00:00","8722.0"
"2018-06-11 14:00:00","2018-06-11 15:00:00","2018-06-11 16:00:00","2018-06-11 17:00:00","8614.0"
"2018-06-11 15:00:00","2018-06-11 16:00:00","2018-06-11 17:00:00","2018-06-11 18:00:00","8496.0"
"2018-06-11 16:00:00","2018-06-11 17:00:00","2018-06-11 18:00:00","2018-06-11 19:00:00","8526.0"
"2018-06-11 17:00:00","2018-06-11 18:00:00","2018-06-11 19:00:00","2018-06-11 20:00:00","8436.0"
"2018-06-11 18:00:00","2018-06-11 19:00:00","2018-06-11 20:00:00","2018-06-11 21:00:00","8200.0"
"2018-06-11 19:00:00","2018-06-11 20:00:00","2018-06-11 21:00:00","2018-06-11 22:00:00","8188.0"
"2018-06-11 20:00:00","2018-06-11 21:00:00","2018-06-11 22:00:00","2018-06-11 23:00:00","8105.0"
"2018-06-11 21:00:00","2018-06-11 22:00:00","2018-06-11 23:00:00","2018-06-12 00:00:00","7624.0"
"2018-06-11 22:00:00","2018-06-11 23:00:00","2018-06-12 00:00:00","2018-06-12 01:00:00","7337.0"
"2018-06-11 23:00:00","2018-06-12 00:00:00","2018-06-12 01:00:00","2018-06-12 02:00:00","7146.0"
"2018-06-12 00:00:00","2018-06-12 01:00:00","2018-06-12 02:00:00","2018-06-12 03:00:00","7062.0"
"2018-06-12 01:00:00","2018-06-12 02:00:00","2018-06-12 03:00:00","2018-06-12 04:00:00","7011.0"
"2018-06-12 02:00:00","2018-06-12 03:00:00","2018-06-12 04:00:00","2018-06-12 05:00:00","7225.0"
"2018-06-12 03:00:00","2018-06-12 04:00:00","2018-06-12 05:00:00","2018-06-12 06:00:00","7919.0"
"2018-06-12 04:00:00","2018-06-12 05:00:00","2018-06-12 06:00:00","2018-06-12 07:00:00","8446.0"
"2018-06-12 05:00:00","2018-06-12 06:00:00","2018-06-12 07:00:00","2018-06-12 08:00:00","8714.0"
"2018-06-12 06:00:00","2018-06-12 07:00:00","2018-06-12 08:00:00","2018-06-12 09:00:00","8888.0"
"2018-06-12 07:00:00","2018-06-12 08:00:00","2018-06-12 09:00:00","2018-06-12 10:00:00","8870.0"
"2018-06-12 08:00:00","2018-06-12 09:00:00","2018-06-12 10:00:00","2018-06-12 11:00:00","8865.0"
"2018-06-12 09:00:00","2018-06-12 10:00:00","2018-06-12 11:00:00","2018-06-12 12:00:00","8894.0"
"2018-06-12 10:00:00","2018-06-12 11:00:00","2018-06-12 12:00:00","2018-06-12 13:00:00","8830.0"
"2018-06-12 11:00:00","2018-06-12 12:00:00","2018-06-12 13:00:00","2018-06-12 14:00:00","8791.0"
"2018-06-12 12:00:00","2018-06-12 13:00:00","2018-06-12 14:00:00","2018-06-12 15:00:00","8750.0"
"2018-06-12 13:00:00","2018-06-12 14:00:00","2018-06-12 15:00:00","2018-06-12 16:00:00","8679.0"
"2018-06-12 14:00:00","2018-06-12 15:00:00","2018-06-12 16:00:00","2018-06-12 17:00:00","8683.0"
"2018-06-12 15:00:00","2018-06-12 16:00:00","2018-06-12 17:00:00","2018-06-12 18:00:00","8685.0"
"2018-06-12 16:00:00","2018-06-12 17:00:00","2018-06-12 18:00:00","2018-06-12 19:00:00","8763.0"
"2018-06-12 17:00:00","2018-06-12 18:00:00","2018-06-12 19:00:00","2018-06-12 20:00:00","8690.0"
"2018-06-12 18:00:00","2018-06-12 19:00:00","2018-06-12 20:00:00","2018-06-12 21:00:00","8384.0"
"2018-06-12 19:00:00","2018-06-12 20:00:00","2018-06-12 21:00:00","2018-06-12 22:00:00","8415.0"
"2018-06-12 20:00:00","2018-06-12 21:00:00","2018-06-12 22:00:00","2018-06-12 23:00:00","8279.0"
"2018-06-12 21:00:00","2018-06-12 22:00:00","2018-06-12 23:00:00","2018-06-13 00:00:00","7937.0"
"2018-06-12 22:00:00","2018-06-12 23:00:00","2018-06-13 00:00:00","2018-06-13 01:00:00","7648.0"
"2018-06-12 23:00:00","2018-06-13 00:00:00","2018-06-13 01:00:00","2018-06-13 02:00:00","7506.0"
"2018-06-13 00:00:00","2018-06-13 01:00:00","2018-06-13 02:00:00","2018-06-13 03:00:00","7418.0"
"2018-06-13 01:00:00","2018-06-13 02:00:00","2018-06-13 03:00:00","2018-06-13 04:00:00","7430.0"
"2018-06-13 02:00:00","2018-06-13 03:00:00","2018-06-13 04:00:00","2018-06-13 05:00:00","7622.0"
"2018-06-13 03:00:00","2018-06-13 04:00:00","2018-06-13 05:00:00","2018-06-13 06:00:00","8258.0"
"2018-06-13 04:00:00","2018-06-13 05:00:00","2018-06-13 06:00:00","2018-06-13 07:00:00","8753.0"
"2018-06-13 05:00:00","2018-06-13 06:00:00","2018-06-13 07:00:00","2018-06-13 08:00:00","8932.0"
"2018-06-13 06:00:00","2018-06-13 07:00:00","2018-06-13 08:00:00","2018-06-13 09:00:00","9009.0"
"2018-06-13 07:00:00","2018-06-13 08:00:00","2018-06-13 09:00:00","2018-06-13 10:00:00","9059.0"
"2018-06-13 08:00:00","2018-06-13 09:00:00","2018-06-13 10:00:00","2018-06-13 11:00:00","8985.0"
"2018-06-13 09:00:00","2018-06-13 10:00:00","2018-06-13 11:00:00","2018-06-13 12:00:00","8963.0"
"2018-06-13 10:00:00","2018-06-13 11:00:00","2018-06-13 12:00:00","2018-06-13 13:00:00","8888.0"
"2018-06-13 11:00:00","2018-06-13 12:00:00","2018-06-13 13:00:00","2018-06-13 14:00:00","8845.0"
"2018-06-13 12:00:00","2018-06-13 13:00:00","2018-06-13 14:00:00","2018-06-13 15:00:00","8810.0"
"2018-06-13 13:00:00","2018-06-13 14:00:00","2018-06-13 15:00:00","2018-06-13 16:00:00","8860.0"
"2018-06-13 14:00:00","2018-06-13 15:00:00","2018-06-13 16:00:00","2018-06-13 17:00:00","8900.0"
"2018-06-13 15:00:00","2018-06-13 16:00:00","2018-06-13 17:00:00","2018-06-13 18:00:00","8878.0"
"2018-06-13 16:00:00","2018-06-13 17:00:00","2018-06-13 18:00:00","2018-06-13 19:00:00","8975.0"
"2018-06-13 17:00:00","2018-06-13 18:00:00","2018-06-13 19:00:00","2018-06-13 20:00:00","8941.0"
"2018-06-13 18:00:00","2018-06-13 19:00:00","2018-06-13 20:00:00","2018-06-13 21:00:00","8580.0"
"2018-06-13 19:00:00","2018-06-13 20:00:00","2018-06-13 21:00:00","2018-06-13 22:00:00","8509.0"
"2018-06-13 20:00:00","2018-06-13 21:00:00","2018-06-13 22:00:00","2018-06-13 23:00:00","8411.0"
"2018-06-13 21:00:00","2018-06-13 22:00:00","2018-06-13 23:00:00","2018-06-14 00:00:00","8063.0"
"2018-06-13 22:00:00","2018-06-13 23:00:00","2018-06-14 00:00:00","2018-06-14 01:00:00","7696.0"
"2018-06-13 23:00:00","2018-06-14 00:00:00","2018-06-14 01:00:00","2018-06-14 02:00:00","7570.0"
"2018-06-14 00:00:00","2018-06-14 01:00:00","2018-06-14 02:00:00","2018-06-14 03:00:00","7445.0"
"2018-06-14 01:00:00","2018-06-14 02:00:00","2018-06-14 03:00:00","2018-06-14 04:00:00","7417.0"
"2018-06-14 02:00:00","2018-06-14 03:00:00","2018-06-14 04:00:00","2018-06-14 05:00:00","7621.0"
"2018-06-14 03:00:00","2018-06-14 04:00:00","2018-06-14 05:00:00","2018-06-14 06:00:00","8224.0"
"2018-06-14 04:00:00","2018-06-14 05:00:00","2018-06-14 06:00:00","2018-06-14 07:00:00","8577.0"
"2018-06-14 05:00:00","2018-06-14 06:00:00","2018-06-14 07:00:00","2018-06-14 08:00:00","8826.0"
"2018-06-14 06:00:00","2018-06-14 07:00:00","2018-06-14 08:00:00","2018-06-14 09:00:00","8988.0"
"2018-06-14 07:00:00","2018-06-14 08:00:00","2018-06-14 09:00:00","2018-06-14 10:00:00","8993.0"
"2018-06-14 08:00:00","2018-06-14 09:00:00","2018-06-14 10:00:00","2018-06-14 11:00:00","9053.0"
"2018-06-14 09:00:00","2018-06-14 10:00:00","2018-06-14 11:00:00","2018-06-14 12:00:00","9108.0"
"2018-06-14 10:00:00","2018-06-14 11:00:00","2018-06-14 12:00:00","2018-06-14 13:00:00","9095.0"
"2018-06-14 11:00:00","2018-06-14 12:00:00","2018-06-14 13:00:00","2018-06-14 14:00:00","9063.0"
"2018-06-14 12:00:00","2018-06-14 13:00:00","2018-06-14 14:00:00","2018-06-14 15:00:00","8960.0"
"2018-06-14 13:00:00","2018-06-14 14:00:00","2018-06-14 15:00:00","2018-06-14 16:00:00","8886.0"
"2018-06-14 14:00:00","2018-06-14 15:00:00","2018-06-14 16:00:00","2018-06-14 17:00:00","8770.0"
"2018-06-14 15:00:00","2018-06-14 16:00:00","2018-06-14 17:00:00","2018-06-14 18:00:00","8725.0"
"2018-06-14 16:00:00","2018-06-14 17:00:00","2018-06-14 18:00:00","2018-06-14 19:00:00","8760.0"
"2018-06-14 17:00:00","2018-06-14 18:00:00","2018-06-14 19:00:00","2018-06-14 20:00:00","8672.0"
"2018-06-14 18:00:00","2018-06-14 19:00:00","2018-06-14 20:00:00","2018-06-14 21:00:00","8339.0"
"2018-06-14 19:00:00","2018-06-14 20:00:00","2018-06-14 21:00:00","2018-06-14 22:00:00","8219.0"
"2018-06-14 20:00:00","2018-06-14 21:00:00","2018-06-14 22:00:00","2018-06-14 23:00:00","8062.0"
"2018-06-14 21:00:00","2018-06-14 22:00:00","2018-06-14 23:00:00","2018-06-15 00:00:00","7696.0"
"2018-06-14 22:00:00","2018-06-14 23:00:00","2018-06-15 00:00:00","2018-06-15 01:00:00","7309.0"
"2018-06-14 23:00:00","2018-06-15 00:00:00","2018-06-15 01:00:00","2018-06-15 02:00:00","7081.0"
"2018-06-15 00:00:00","2018-06-15 01:00:00","2018-06-15 02:00:00","2018-06-15 03:00:00","6968.0"
"2018-06-15 01:00:00","2018-06-15 02:00:00","2018-06-15 03:00:00","2018-06-15 04:00:00","7011.0"
"2018-06-15 02:00:00","2018-06-15 03:00:00","2018-06-15 04:00:00","2018-06-15 05:00:00","7198.0"
"2018-06-15 03:00:00","2018-06-15 04:00:00","2018-06-15 05:00:00","2018-06-15 06:00:00","7935.0"
"2018-06-15 04:00:00","2018-06-15 05:00:00","2018-06-15 06:00:00","2018-06-15 07:00:00","8475.0"
"2018-06-15 05:00:00","2018-06-15 06:00:00","2018-06-15 07:00:00","2018-06-15 08:00:00","8709.0"
"2018-06-15 06:00:00","2018-06-15 07:00:00","2018-06-15 08:00:00","2018-06-15 09:00:00","8830.0"
"2018-06-15 07:00:00","2018-06-15 08:00:00","2018-06-15 09:00:00","2018-06-15 10:00:00","8860.0"
"2018-06-15 08:00:00","2018-06-15 09:00:00","2018-06-15 10:00:00","2018-06-15 11:00:00","8939.0"
"2018-06-15 09:00:00","2018-06-15 10:00:00","2018-06-15 11:00:00","2018-06-15 12:00:00","8980.0"
"2018-06-15 10:00:00","2018-06-15 11:00:00","2018-06-15 12:00:00","2018-06-15 13:00:00","8919.0"
"2018-06-15 11:00:00","2018-06-15 12:00:00","2018-06-15 13:00:00","2018-06-15 14:00:00","8825.0"
"2018-06-15 12:00:00","2018-06-15 13:00:00","2018-06-15 14:00:00","2018-06-15 15:00:00","8878.0"
"2018-06-15 13:00:00","2018-06-15 14:00:00","2018-06-15 15:00:00","2018-06-15 16:00:00","8831.0"
"2018-06-15 14:00:00","2018-06-15 15:00:00","2018-06-15 16:00:00","2018-06-15 17:00:00","8770.0"
"2018-06-15 15:00:00","2018-06-15 16:00:00","2018-06-15 17:00:00","2018-06-15 18:00:00","8668.0"
"2018-06-15 16:00:00","2018-06-15 17:00:00","2018-06-15 18:00:00","2018-06-15 19:00:00","8696.0"
"2018-06-15 17:00:00","2018-06-15 18:00:00","2018-06-15 19:00:00","2018-06-15 20:00:00","8586.0"
"2018-06-15 18:00:00","2018-06-15 19:00:00","2018-06-15 20:00:00","2018-06-15 21:00:00","8162.0"
"2018-06-15 19:00:00","2018-06-15 20:00:00","2018-06-15 21:00:00","2018-06-15 22:00:00","8117.0"
"2018-06-15 20:00:00","2018-06-15 21:00:00","2018-06-15 22:00:00","2018-06-15 23:00:00","7914.0"
"2018-06-15 21:00:00","2018-06-15 22:00:00","2018-06-15 23:00:00","2018-06-16 00:00:00","7519.0"
"2018-06-15 22:00:00","2018-06-15 23:00:00","2018-06-16 00:00:00","2018-06-16 01:00:00","7309.0"
"2018-06-15 23:00:00","2018-06-16 00:00:00","2018-06-16 01:00:00","2018-06-16 02:00:00","7157.0"
"2018-06-16 00:00:00","2018-06-16 01:00:00","2018-06-16 02:00:00","2018-06-16 03:00:00","6914.0"
"2018-06-16 01:00:00","2018-06-16 02:00:00","2018-06-16 03:00:00","2018-06-16 04:00:00","6920.0"
"2018-06-16 02:00:00","2018-06-16 03:00:00","2018-06-16 04:00:00","2018-06-16 05:00:00","7014.0"
"2018-06-16 03:00:00","2018-06-16 04:00:00","2018-06-16 05:00:00","2018-06-16 06:00:00","7216.0"
"2018-06-16 04:00:00","2018-06-16 05:00:00","2018-06-16 06:00:00","2018-06-16 07:00:00","7409.0"
"2018-06-16 05:00:00","2018-06-16 06:00:00","2018-06-16 07:00:00","2018-06-16 08:00:00","7710.0"
"2018-06-16 06:00:00","2018-06-16 07:00:00","2018-06-16 08:00:00","2018-06-16 09:00:00","7947.0"
"2018-06-16 07:00:00","2018-06-16 08:00:00","2018-06-16 09:00:00","2018-06-16 10:00:00","8045.0"
"2018-06-16 08:00:00","2018-06-16 09:00:00","2018-06-16 10:00:00","2018-06-16 11:00:00","8020.0"
"2018-06-16 09:00:00","2018-06-16 10:00:00","2018-06-16 11:00:00","2018-06-16 12:00:00","7976.0"
"2018-06-16 10:00:00","2018-06-16 11:00:00","2018-06-16 12:00:00","2018-06-16 13:00:00","7977.0"
"2018-06-16 11:00:00","2018-06-16 12:00:00","2018-06-16 13:00:00","2018-06-16 14:00:00","7904.0"
"2018-06-16 12:00:00","2018-06-16 13:00:00","2018-06-16 14:00:00","2018-06-16 15:00:00","7932.0"
"2018-06-16 13:00:00","2018-06-16 14:00:00","2018-06-16 15:00:00","2018-06-16 16:00:00","7968.0"
"2018-06-16 14:00:00","2018-06-16 15:00:00","2018-06-16 16:00:00","2018-06-16 17:00:00","7966.0"
"2018-06-16 15:00:00","2018-06-16 16:00:00","2018-06-16 17:00:00","2018-06-16 18:00:00","8002.0"
"2018-06-16 16:00:00","2018-06-16 17:00:00","2018-06-16 18:00:00","2018-06-16 19:00:00","8074.0"
"2018-06-16 17:00:00","2018-06-16 18:00:00","2018-06-16 19:00:00","2018-06-16 20:00:00","8000.0"
"2018-06-16 18:00:00","2018-06-16 19:00:00","2018-06-16 20:00:00","2018-06-16 21:00:00","7760.0"
"2018-06-16 19:00:00","2018-06-16 20:00:00","2018-06-16 21:00:00","2018-06-16 22:00:00","7847.0"
"2018-06-16 20:00:00","2018-06-16 21:00:00","2018-06-16 22:00:00","2018-06-16 23:00:00","7762.0"
"2018-06-16 21:00:00","2018-06-16 22:00:00","2018-06-16 23:00:00","2018-06-17 00:00:00","7440.0"
"2018-06-16 22:00:00","2018-06-16 23:00:00","2018-06-17 00:00:00","2018-06-17 01:00:00","7163.0"
"2018-06-16 23:00:00","2018-06-17 00:00:00","2018-06-17 01:00:00","2018-06-17 02:00:00","6972.0"
"2018-06-17 00:00:00","2018-06-17 01:00:00","2018-06-17 02:00:00","2018-06-17 03:00:00","6876.0"
"2018-06-17 01:00:00","2018-06-17 02:00:00","2018-06-17 03:00:00","2018-06-17 04:00:00","6747.0"
"2018-06-17 02:00:00","2018-06-17 03:00:00","2018-06-17 04:00:00","2018-06-17 05:00:00","6759.0"
"2018-06-17 03:00:00","2018-06-17 04:00:00","2018-06-17 05:00:00","2018-06-17 06:00:00","6943.0"
"2018-06-17 04:00:00","2018-06-17 05:00:00","2018-06-17 06:00:00","2018-06-17 07:00:00","7066.0"
"2018-06-17 05:00:00","2018-06-17 06:00:00","2018-06-17 07:00:00","2018-06-17 08:00:00","7285.0"
"2018-06-17 06:00:00","2018-06-17 07:00:00","2018-06-17 08:00:00","2018-06-17 09:00:00","7463.0"
"2018-06-17 07:00:00","2018-06-17 08:00:00","2018-06-17 09:00:00","2018-06-17 10:00:00","7652.0"
"2018-06-17 08:00:00","2018-06-17 09:00:00","2018-06-17 10:00:00","2018-06-17 11:00:00","7772.0"
"2018-06-17 09:00:00","2018-06-17 10:00:00","2018-06-17 11:00:00","2018-06-17 12:00:00","7761.0"
"2018-06-17 10:00:00","2018-06-17 11:00:00","2018-06-17 12:00:00","2018-06-17 13:00:00","7677.0"
"2018-06-17 11:00:00","2018-06-17 12:00:00","2018-06-17 13:00:00","2018-06-17 14:00:00","7602.0"
"2018-06-17 12:00:00","2018-06-17 13:00:00","2018-06-17 14:00:00","2018-06-17 15:00:00","7661.0"
"2018-06-17 13:00:00","2018-06-17 14:00:00","2018-06-17 15:00:00","2018-06-17 16:00:00","7689.0"
"2018-06-17 14:00:00","2018-06-17 15:00:00","2018-06-17 16:00:00","2018-06-17 17:00:00","7784.0"
"2018-06-17 15:00:00","2018-06-17 16:00:00","2018-06-17 17:00:00","2018-06-17 18:00:00","7820.0"
"2018-06-17 16:00:00","2018-06-17 17:00:00","2018-06-17 18:00:00","2018-06-17 19:00:00","7895.0"
"2018-06-17 17:00:00","2018-06-17 18:00:00","2018-06-17 19:00:00","2018-06-17 20:00:00","7903.0"
"2018-06-17 18:00:00","2018-06-17 19:00:00","2018-06-17 20:00:00","2018-06-17 21:00:00","7730.0"
"2018-06-17 19:00:00","2018-06-17 20:00:00","2018-06-17 21:00:00","2018-06-17 22:00:00","7876.0"
"2018-06-17 20:00:00","2018-06-17 21:00:00","2018-06-17 22:00:00","2018-06-17 23:00:00","7796.0"
"2018-06-17 21:00:00","2018-06-17 22:00:00","2018-06-17 23:00:00","2018-06-18 00:00:00","7432.0"
"2018-06-17 22:00:00","2018-06-17 23:00:00","2018-06-18 00:00:00","2018-06-18 01:00:00","7065.0"
"2018-06-17 23:00:00","2018-06-18 00:00:00","2018-06-18 01:00:00","2018-06-18 02:00:00","6813.0"
"2018-06-18 00:00:00","2018-06-18 01:00:00","2018-06-18 02:00:00","2018-06-18 03:00:00","6708.0"
"2018-06-18 01:00:00","2018-06-18 02:00:00","2018-06-18 03:00:00","2018-06-18 04:00:00","6698.0"
"2018-06-18 02:00:00","2018-06-18 03:00:00","2018-06-18 04:00:00","2018-06-18 05:00:00","6939.0"
"2018-06-18 03:00:00","2018-06-18 04:00:00","2018-06-18 05:00:00","2018-06-18 06:00:00","7711.0"
"2018-06-18 04:00:00","2018-06-18 05:00:00","2018-06-18 06:00:00","2018-06-18 07:00:00","8245.0"
"2018-06-18 05:00:00","2018-06-18 06:00:00","2018-06-18 07:00:00","2018-06-18 08:00:00","8542.0"
"2018-06-18 06:00:00","2018-06-18 07:00:00","2018-06-18 08:00:00","2018-06-18 09:00:00","8740.0"
"2018-06-18 07:00:00","2018-06-18 08:00:00","2018-06-18 09:00:00","2018-06-18 10:00:00","8886.0"
"2018-06-18 08:00:00","2018-06-18 09:00:00","2018-06-18 10:00:00","2018-06-18 11:00:00","8899.0"
"2018-06-18 09:00:00","2018-06-18 10:00:00","2018-06-18 11:00:00","2018-06-18 12:00:00","8954.0"
"2018-06-18 10:00:00","2018-06-18 11:00:00","2018-06-18 12:00:00","2018-06-18 13:00:00","8934.0"
"2018-06-18 11:00:00","2018-06-18 12:00:00","2018-06-18 13:00:00","2018-06-18 14:00:00","8826.0"
"2018-06-18 12:00:00","2018-06-18 13:00:00","2018-06-18 14:00:00","2018-06-18 15:00:00","8711.0"
"2018-06-18 13:00:00","2018-06-18 14:00:00","2018-06-18 15:00:00","2018-06-18 16:00:00","8666.0"
"2018-06-18 14:00:00","2018-06-18 15:00:00","2018-06-18 16:00:00","2018-06-18 17:00:00","8551.0"
"2018-06-18 15:00:00","2018-06-18 16:00:00","2018-06-18 17:00:00","2018-06-18 18:00:00","8515.0"
"2018-06-18 16:00:00","2018-06-18 17:00:00","2018-06-18 18:00:00","2018-06-18 19:00:00","8544.0"
"2018-06-18 17:00:00","2018-06-18 18:00:00","2018-06-18 19:00:00","2018-06-18 20:00:00","8410.0"
"2018-06-18 18:00:00","2018-06-18 19:00:00","2018-06-18 20:00:00","2018-06-18 21:00:00","8129.0"
"2018-06-18 19:00:00","2018-06-18 20:00:00","2018-06-18 21:00:00","2018-06-18 22:00:00","8174.0"
"2018-06-18 20:00:00","2018-06-18 21:00:00","2018-06-18 22:00:00","2018-06-18 23:00:00","8020.0"
"2018-06-18 21:00:00","2018-06-18 22:00:00","2018-06-18 23:00:00","2018-06-19 00:00:00","7584.0"
"2018-06-18 22:00:00","2018-06-18 23:00:00","2018-06-19 00:00:00","2018-06-19 01:00:00","7151.0"
"2018-06-18 23:00:00","2018-06-19 00:00:00","2018-06-19 01:00:00","2018-06-19 02:00:00","6959.0"
"2018-06-19 00:00:00","2018-06-19 01:00:00","2018-06-19 02:00:00","2018-06-19 03:00:00","6714.0"
"2018-06-19 01:00:00","2018-06-19 02:00:00","2018-06-19 03:00:00","2018-06-19 04:00:00","6674.0"
"2018-06-19 02:00:00","2018-06-19 03:00:00","2018-06-19 04:00:00","2018-06-19 05:00:00","6926.0"
"2018-06-19 03:00:00","2018-06-19 04:00:00","2018-06-19 05:00:00","2018-06-19 06:00:00","7579.0"
"2018-06-19 04:00:00","2018-06-19 05:00:00","2018-06-19 06:00:00","2018-06-19 07:00:00","8155.0"
"2018-06-19 05:00:00","2018-06-19 06:00:00","2018-06-19 07:00:00","2018-06-19 08:00:00","8459.0"
"2018-06-19 06:00:00","2018-06-19 07:00:00","2018-06-19 08:00:00","2018-06-19 09:00:00","8557.0"
"2018-06-19 07:00:00","2018-06-19 08:00:00","2018-06-19 09:00:00","2018-06-19 10:00:00","8637.0"
"2018-06-19 08:00:00","2018-06-19 09:00:00","2018-06-19 10:00:00","2018-06-19 11:00:00","8729.0"
"2018-06-19 09:00:00","2018-06-19 10:00:00","2018-06-19 11:00:00","2018-06-19 12:00:00","8812.0"
"2018-06-19 10:00:00","2018-06-19 11:00:00","2018-06-19 12:00:00","2018-06-19 13:00:00","8759.0"
"2018-06-19 11:00:00","2018-06-19 12:00:00","2018-06-19 13:00:00","2018-06-19 14:00:00","8702.0"
"2018-06-19 12:00:00","2018-06-19 13:00:00","2018-06-19 14:00:00","2018-06-19 15:00:00","8635.0"
"2018-06-19 13:00:00","2018-06-19 14:00:00","2018-06-19 15:00:00","2018-06-19 16:00:00","8443.0"
"2018-06-19 14:00:00","2018-06-19 15:00:00","2018-06-19 16:00:00","2018-06-19 17:00:00","8359.0"
"2018-06-19 15:00:00","2018-06-19 16:00:00","2018-06-19 17:00:00","2018-06-19 18:00:00","8260.0"
"2018-06-19 16:00:00","2018-06-19 17:00:00","2018-06-19 18:00:00","2018-06-19 19:00:00","8226.0"
"2018-06-19 17:00:00","2018-06-19 18:00:00","2018-06-19 19:00:00","2018-06-19 20:00:00","8126.0"
"2018-06-19 18:00:00","2018-06-19 19:00:00","2018-06-19 20:00:00","2018-06-19 21:00:00","7830.0"
"2018-06-19 19:00:00","2018-06-19 20:00:00","2018-06-19 21:00:00","2018-06-19 22:00:00","7862.0"
"2018-06-19 20:00:00","2018-06-19 21:00:00","2018-06-19 22:00:00","2018-06-19 23:00:00","7670.0"
"2018-06-19 21:00:00","2018-06-19 22:00:00","2018-06-19 23:00:00","2018-06-20 00:00:00","7330.0"
"2018-06-19 22:00:00","2018-06-19 23:00:00","2018-06-20 00:00:00","2018-06-20 01:00:00","6918.0"
"2018-06-19 23:00:00","2018-06-20 00:00:00","2018-06-20 01:00:00","2018-06-20 02:00:00","6680.0"
"2018-06-20 00:00:00","2018-06-20 01:00:00","2018-06-20 02:00:00","2018-06-20 03:00:00","6554.0"
"2018-06-20 01:00:00","2018-06-20 02:00:00","2018-06-20 03:00:00","2018-06-20 04:00:00","6557.0"
"2018-06-20 02:00:00","2018-06-20 03:00:00","2018-06-20 04:00:00","2018-06-20 05:00:00","6814.0"
"2018-06-20 03:00:00","2018-06-20 04:00:00","2018-06-20 05:00:00","2018-06-20 06:00:00","7489.0"
"2018-06-20 04:00:00","2018-06-20 05:00:00","2018-06-20 06:00:00","2018-06-20 07:00:00","7933.0"
"2018-06-20 05:00:00","2018-06-20 06:00:00","2018-06-20 07:00:00","2018-06-20 08:00:00","8191.0"
"2018-06-20 06:00:00","2018-06-20 07:00:00","2018-06-20 08:00:00","2018-06-20 09:00:00","8296.0"
"2018-06-20 07:00:00","2018-06-20 08:00:00","2018-06-20 09:00:00","2018-06-20 10:00:00","8388.0"
"2018-06-20 08:00:00","2018-06-20 09:00:00","2018-06-20 10:00:00","2018-06-20 11:00:00","8479.0"
"2018-06-20 09:00:00","2018-06-20 10:00:00","2018-06-20 11:00:00","2018-06-20 12:00:00","8576.0"
"2018-06-20 10:00:00","2018-06-20 11:00:00","2018-06-20 12:00:00","2018-06-20 13:00:00","8434.0"
